filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,label
McArdle Rd 26.m4a,0.5028664,0.077784985,1761.2120930301073,2043.8617623136222,3747.0277298328488,0.06673555595930232,-327.7988,100.09602,4.5437956,31.986528,5.71602,1.2661663,-7.2055364,5.1337276,-6.026546,4.729656,-14.008904,-3.2164543,-5.7141595,-0.958133,-0.20938803,-2.6725194,-3.7409337,-1.8451576,-4.8576255,-3.584722,UnAuthorised
McArdle Rd 27.m4a,0.44108948,0.08429822,1567.1611280740558,2051.6689892622344,3557.0159912109375,0.05191802978515625,-333.3991,95.267715,21.864134,30.640934,-3.9924605,-3.5962005,-10.968638,7.8995633,-12.290653,2.967802,-14.046974,-10.0654125,1.4799256,-10.700521,2.0720696,-6.2253246,-5.3567886,1.4954627,-7.4332094,-2.440116,UnAuthorised
McArdle Rd 19.m4a,0.4994101,0.052515358,1562.4419887212634,1994.1097355877557,3341.2538508778994,0.05619764819587629,-376.30276,97.95981,22.627647,25.198595,4.6923027,4.509488,-5.0441446,-1.6749301,-0.6518414,5.1217227,-10.178312,-4.906069,-3.789201,-6.9266825,0.19466825,-0.2598675,-3.369383,-2.7378483,-2.142642,2.7414613,UnAuthorised
McArdle Rd 3.m4a,0.38971654,0.08234202,1587.0163459553305,1868.2851749131503,3348.917770385742,0.06268310546875,-347.198,91.77548,2.3203287,15.128666,-4.7207284,-1.5876899,-18.605604,-8.188215,-0.22589554,-2.552423,-10.895582,2.8609114,-6.639446,-10.797093,-0.89306384,0.8556505,-9.907164,-3.0995927,-0.83652997,-1.6191763,UnAuthorised
McArdle Rd.m4a,0.50102764,0.06518969,2043.7205639312606,2170.6031084095475,4185.405741652397,0.082275390625,-335.7757,86.026245,1.8694755,22.322767,0.15442772,7.477601,-10.341298,-0.28427812,-2.9416513,1.7669498,-9.343615,1.3582366,-3.651012,-8.960592,3.2742796,-3.045527,-5.7747526,-5.0687165,-0.3628282,3.0854053,UnAuthorised
McArdle Rd 4.m4a,0.43280262,0.08863413,1623.858128767394,1987.933100791767,3478.38134765625,0.05856584821428571,-352.85468,93.75427,9.565741,20.07283,-3.7199717,0.0782935,-13.326781,-3.644827,0.41024145,-0.37519455,-15.246812,-2.763242,-4.8479786,-15.855779,1.208543,3.9380302,-11.704827,-1.117059,-0.32044187,-0.35085893,UnAuthorised
McArdle Rd 182.m4a,0.35603884,0.0584586,1894.7951702860257,2158.1213653721484,3780.9809987137955,0.08192406631097561,-367.27133,96.8057,16.193676,-10.838642,-14.683857,11.152845,-5.5228844,1.3300605,-3.9397283,4.7991543,-3.246964,-0.67335564,-1.3338976,1.6344227,-7.7332444,-1.4351853,-0.2791457,-5.5425506,1.8521922,4.2566075,Authorised
McArdle Rd 200.m4a,0.3298647,0.08758024,2357.7664880723682,2251.6060460526637,4598.167067307692,0.11764761117788461,-345.01804,69.229706,10.422848,-12.324418,-39.40719,9.551895,-11.655641,-0.62652385,-6.912038,8.384506,-10.255305,-6.9846487,-0.87325454,-1.379572,-11.566952,-0.59574693,-0.44512513,0.86634374,13.783245,19.768456,Authorised
McArdle Rd 187.m4a,0.3813197,0.0693624,1236.8931929495452,1303.2070976188181,2154.1932801942567,0.06756316863738739,-372.2445,125.38247,-3.0803094,-7.4469304,-19.513384,-7.675136,-1.1921105,2.409973,-0.39678797,-2.6215062,-1.8683089,-3.4007735,-2.3595235,-0.2720262,-6.202801,-5.368555,-0.19832532,-6.4526787,4.3884444,11.140302,Authorised
McArdle Rd 181.m4a,0.37371007,0.080407165,1879.04681208748,1791.304756803662,3570.7990975215516,0.09455818965517242,-325.52762,83.45564,-11.094851,2.5353148,-34.985424,3.8224473,-6.0635285,2.1234663,-3.0089831,-1.5852623,-1.1408496,-4.901693,-1.326755,0.23535697,-8.871782,-6.154483,1.0234867,-7.2268353,6.8256807,10.442377,Authorised
McArdle Rd 190.m4a,0.39490202,0.09467501,1615.8218494507896,1519.0020503542576,3003.4867312930046,0.08252401089449542,-356.09503,91.97963,-14.401543,-4.5926456,-21.62098,-8.662179,-6.6960907,1.264419,-2.9747648,0.45616677,-0.5246457,-5.960162,-0.3403356,-0.19987568,-8.112606,-4.5609946,-1.3413713,-8.282322,-1.5615805,4.1770883,Authorised
McArdle Rd 162.m4a,0.37680942,0.066607706,2047.7141358085878,2017.5242332369298,3773.823046875,0.11194921875,-363.45087,85.6937,14.378461,3.1764174,-20.443932,-4.73593,-3.7446785,2.1609492,-5.243311,1.6170468,-4.603536,-1.1753452,-2.844498,0.111453325,-4.813477,-6.25388,-0.9917305,-6.2777395,-0.9033097,4.81849,Authorised
McArdle Rd 183.m4a,0.42331746,0.06600892,2360.4723107310483,2384.2619339573466,4757.0661713805375,0.1061239121835443,-379.0761,74.780334,10.150288,-12.517943,-6.171774,2.01512,-11.08974,7.145687,-1.3043486,2.6766949,-2.0370214,-2.2988195,1.8372093,3.5157757,-10.641213,1.8746341,-2.7077703,-3.619841,2.2262182,2.8268533,Authorised
McArdle Rd 192.m4a,0.38649857,0.077689044,1266.2981500897993,1349.3351955613687,2264.3773837352364,0.060566098671259845,-369.7829,112.69905,-4.2176905,-5.7991266,-9.496359,-4.8897986,-6.8809633,5.656495,1.4528729,-2.0053523,1.7827213,-5.526492,-2.635823,5.1411033,-6.6827765,-6.63617,-0.3644004,-4.6914344,-0.09692037,3.8218534,Authorised
McArdle Rd 191.m4a,0.40323672,0.07657967,1623.1654351248364,1457.968608550732,2757.516659007353,0.09074645483193278,-355.0155,94.44665,-18.85197,-9.315593,-19.307941,-1.4773953,-8.797035,1.9594723,-4.0142365,-3.9420533,-0.002024262,-6.10314,-4.0287848,1.24804,-6.9060655,-5.3817296,0.056797843,-8.201757,-1.3057309,2.637103,Authorised
McArdle Rd 168.m4a,0.3130702,0.074826874,1741.5099463556928,1950.3192744918313,3123.2192095588234,0.08048023897058823,-354.4807,90.31182,8.537511,-21.008856,-11.625548,1.1442288,-10.655733,0.5167343,-2.7556973,5.195907,-8.613111,1.5889702,-2.9281843,-2.2994373,-3.438547,-5.6042843,-3.3687587,-6.117865,-3.6178226,-1.7634307,Authorised
McArdle Rd 171.m4a,0.35802263,0.067426525,1976.1200467356282,2110.2480157492596,3711.785888671875,0.09678206905241936,-367.5591,79.802475,6.25615,-17.031908,-7.7687383,-5.722621,-12.155653,4.5397573,-6.0858064,7.078106,-5.927055,-2.0228033,-0.71759295,1.0406145,-3.675057,-4.6092134,-0.9880439,-2.119865,-2.2558436,-0.15150686,Authorised
McArdle Rd 163.m4a,0.3720356,0.079672515,2065.1127614219736,1991.4213653312802,3892.0751953125,0.11133277529761905,-349.47864,87.393456,-6.365427,-8.394479,-17.533335,-0.90113026,-14.617945,5.5660005,-5.467619,0.20057438,-3.1900492,-6.583349,-1.6090037,3.5360491,-12.055836,-4.513423,5.344974,-3.40761,7.271267,10.39413,Authorised
McArdle Rd 169.m4a,0.36703128,0.08124008,2001.7136158916196,2142.096585206359,3864.312744140625,0.08611653645833334,-349.65817,85.649086,5.4783854,-19.44951,-12.719901,1.8390454,-11.279694,5.2250266,-6.416802,6.644322,-4.3138127,-1.2719694,0.06257642,0.6151518,-6.38501,-3.6979105,-2.9950867,-3.860961,-0.3733195,1.110234,Authorised
McArdle Rd 172.m4a,0.31126645,0.078876056,1788.1295155021332,1910.600820041587,3169.27734375,0.08161737351190476,-349.6485,100.8553,2.651779,-20.273615,-10.437872,-7.343511,-17.221727,7.670047,-12.076278,3.6640675,-7.053356,-1.7847722,-1.3826766,2.416848,-3.248005,-5.2300024,-3.6185992,-4.932885,-6.4397044,-2.4758575,Authorised
McArdle Rd 170.m4a,0.3676262,0.08071233,1874.8513042377633,2131.217603306666,3638.8529296875,0.07922265625,-371.50394,75.847694,8.665287,-15.272943,-11.522139,0.2743125,-10.04079,2.6163583,-3.0088565,6.117491,-5.0213785,0.910713,1.327102,2.9257164,-4.0724216,-4.5852904,-1.2796252,-0.65303403,-1.011053,0.5204912,Authorised
McArdle Rd 194.m4a,0.35806996,0.07867387,1457.6415986159764,1378.61944753861,2515.5793288658406,0.08325616244612069,-357.13248,108.01256,-14.131339,-13.244855,-10.228141,-9.04233,-7.0924745,5.8250966,-4.7174015,-0.07004132,0.18137889,-7.432254,1.30606,1.9809245,-10.52898,-3.7976243,-2.5819411,-7.630133,1.9738404,5.6998296,Authorised
McArdle Rd 174.m4a,0.317925,0.073523246,1502.6995533604795,1903.8855332304802,2795.8491955773306,0.0582420219809322,-352.4005,101.65921,18.022139,-5.3978834,-15.040745,9.758998,2.7380939,7.1283264,-1.7641852,13.062348,0.42244035,-3.9229608,4.248564,5.8150864,-9.407621,-3.3049715,-0.07320281,-8.304579,-3.5516615,4.086555,Authorised
McArdle Rd 158.m4a,0.38126525,0.080435164,1646.4035698580826,1760.770278855351,3351.8286974676726,0.07398302801724138,-365.78738,89.457985,2.7519584,1.6107259,-10.028632,-4.05674,-5.5981803,6.0721474,-3.1286037,-0.5137053,1.5546986,-3.520695,-0.7200785,8.384775,-9.372341,-3.7723372,-2.3892448,-7.511601,-1.2267085,-8.297737,Authorised
McArdle Rd 151.m4a,0.25256333,0.09502314,1937.889676924874,2072.7120460152146,3655.9887035472975,0.08537003800675676,-332.71573,86.45692,12.493607,-18.182264,-33.75434,-0.72260284,-13.700596,2.8958757,-9.816607,2.679693,-4.095928,-2.1922812,-8.361463,3.5416074,-10.306729,-7.498545,1.7634673,-5.910007,-4.3905706,-2.6013412,Authorised
McArdle Rd 167.m4a,0.36479878,0.081116386,1912.931027695172,2137.5794500314414,3671.687199519231,0.08692240918803419,-352.84872,83.898994,16.894821,-14.828425,-10.765743,1.642811,-7.8502164,2.6972687,-3.400526,6.499017,-6.4840565,4.1177654,-0.75482416,2.872702,0.3316186,-2.3252296,-2.0737376,-1.532978,-1.3680617,-0.69457793,Authorised
McArdle Rd 199.m4a,0.35123274,0.0901893,2131.250913100043,2121.634364059739,3970.2693256578946,0.10187088815789473,-327.50815,76.853615,2.7822728,-9.425607,-26.864717,-0.8827635,-13.998672,8.452455,-12.068073,7.0166903,-9.44726,-0.40977377,-5.5460815,0.781582,-7.573303,-7.300251,0.04174691,-5.3832746,-3.479687,5.408704,Authorised
McArdle Rd 146.m4a,0.32806882,0.07589658,1753.2054322729114,2003.4659051294661,3427.3078469669117,0.07439929096638656,-335.83984,86.58109,2.70429,10.282918,-0.049499318,1.3672928,-6.0076046,-10.884571,-2.1774483,7.4174237,-12.085509,4.7296267,-5.3336167,5.3742404,-6.0906696,-10.592342,-0.81739455,-7.809648,-5.6805162,-3.2321596,Authorised
McArdle Rd 184.m4a,0.38510355,0.05350968,2290.6601715260895,2425.4743404668366,4689.092479032629,0.11316995059742647,-374.87592,72.76201,18.159185,-11.673221,-18.631002,3.4184368,-5.806936,0.7882144,-3.7578852,4.1012616,-5.6620774,-3.5315804,-1.4774778,0.8912944,-14.649915,-3.5901306,-1.8078101,-6.0176444,2.67018,5.999719,Authorised
McArdle Rd 196.m4a,0.38249367,0.08750323,1470.0102629749488,1515.8254337280728,2656.045050370066,0.07305372807017543,-355.789,98.380104,-15.276837,-10.389057,-16.212921,-6.837696,-3.692611,12.144938,-6.0836234,3.472743,2.4938805,-7.2068915,2.5352142,2.1502438,-8.873071,-0.56091404,-1.0971279,-4.346969,1.590562,0.77829105,Authorised
McArdle Rd 160.m4a,0.3282072,0.079644196,1377.0062919895372,1420.527217169163,2508.0515008223683,0.071043086231203,-369.1824,106.03918,5.0646267,-3.7569516,-24.274855,-4.3738737,-0.27382505,-4.7123733,-1.6105438,-1.3966075,-5.805384,-1.2698115,-1.9433765,-2.704375,-5.9163356,-4.280818,-1.9571007,-7.5958076,-4.2457366,-4.878974,Authorised
McArdle Rd 193.m4a,0.41944882,0.08119158,1365.834495829768,1362.0561438984175,2396.6616981907896,0.07429951832706767,-340.85892,114.64235,-18.802341,-11.377015,-9.79381,-4.0438337,-7.390741,3.4694264,-3.9741955,0.34777844,2.862378,-9.017316,0.54937947,3.8695004,-10.446537,-4.3328047,-1.3032912,-5.127199,4.2327337,5.091035,Authorised
McArdle Rd 175.m4a,0.2962885,0.043791484,1475.4969849065671,1831.8772479868335,2591.455078125,0.06373232886904762,-408.40842,101.021454,11.514158,-15.190882,-4.65073,0.29881436,-6.915745,3.39682,-3.7450857,8.871831,-5.576612,-0.0012351575,4.7969737,1.8853121,-6.870226,-0.8378737,-1.5371733,-8.366298,-2.532749,0.38328883,Authorised
McArdle Rd 145.m4a,0.31509727,0.07936547,1504.3150781859722,1692.3567729140075,2580.9214624865303,0.07394093480603449,-334.18875,91.80227,3.6186357,11.268317,-5.9025974,3.893699,-12.898089,-15.607788,-2.303564,3.1274729,-17.222569,3.26081,-8.448914,6.94895,-8.777594,-10.127044,1.5976744,-11.313622,-4.2491817,-3.3161745,Authorised
McArdle Rd 147.m4a,0.3219035,0.092178725,1737.2502176360158,1806.661221016627,2980.0927734375,0.08520740327380952,-325.83987,87.219696,-2.8347602,9.206245,-9.345192,0.70450944,-11.071962,-11.994428,-2.9748015,8.715969,-15.898444,6.252434,-4.7690454,1.6595008,-8.416271,-11.480088,1.2609717,-10.093053,-5.140043,-2.4890254,Authorised
McArdle Rd 138.m4a,0.345615,0.10724536,1766.9536628854823,1900.4282619205935,3299.7777478448274,0.07729155441810345,-312.04303,80.676674,-9.098513,13.87219,-9.655346,-3.487226,-3.5992548,-12.687901,1.0501884,4.624605,-10.767229,1.7322596,-7.6272674,3.3805308,-8.457351,-9.75125,-0.14832145,-9.624243,-2.1984477,0.28814724,Authorised
McArdle Rd 135.m4a,0.3480504,0.06977936,1649.6488507200315,1873.4614437807531,3093.9453125,0.06513516865079365,-362.01382,75.36604,1.9595802,5.137519,-3.645886,-0.7990872,-8.092831,-11.363074,2.839978,-0.07444146,-2.4966269,4.901605,-6.4284744,6.203058,-7.208262,-11.531299,-3.0783963,-7.40259,-7.1887693,-1.057779,Authorised
McArdle Rd 120.m4a,0.35015768,0.058361556,2022.3817561436201,2006.619784922277,3851.6648815524195,0.07766822076612903,-376.73776,66.23994,-18.692814,15.628194,-13.522304,-0.23794745,-6.3626204,-8.542597,-1.6172367,5.7369127,-11.321898,10.11632,-12.406863,7.405264,-12.892946,-10.53101,0.4231287,-15.277421,-0.41621283,6.7008195,Authorised
McArdle Rd 166.m4a,0.35641435,0.07611081,1662.8627830661662,2039.5402867955345,3102.364573759191,0.067138671875,-353.59552,89.22401,14.153742,-11.180432,-9.918691,5.3066907,-8.556405,3.233021,-4.8959355,7.7032113,-7.1125903,0.46964085,-0.26818058,-0.21193874,-1.3725806,-4.1035533,-1.0458026,-4.5257373,-2.2336676,-3.424406,Authorised
McArdle Rd 154.m4a,0.3293703,0.08270304,1815.0700829666423,1973.60592988994,3459.336224724265,0.08360688025210083,-355.22986,92.93066,13.254452,-16.178516,-23.760876,-2.9942698,-9.425968,9.1469965,-14.330441,0.38915536,1.2871124,-4.2458344,-4.804307,0.51254624,-9.012731,-4.9923573,-1.580894,-9.325744,-0.5259072,-1.278951,Authorised
McArdle Rd 140.m4a,0.32178426,0.08551951,1621.279039844249,1737.7734888026143,2733.837890625,0.07572345344387756,-320.3647,79.99647,-18.229052,6.1292276,-7.154528,-2.84395,-14.198141,-8.537916,-4.6904726,7.2796726,-15.338505,4.83546,-8.451724,2.7274294,-11.207687,-13.691495,1.349293,-12.572161,-1.6350352,0.8903856,Authorised
McArdle Rd 156.m4a,0.29456687,0.09860762,1598.4813256962086,1872.2993545754255,2922.747802734375,0.07933698381696429,-336.6479,91.51736,16.243704,-4.1074233,-31.73467,-5.8364472,2.2915418,-1.3656458,-8.10525,4.734269,-4.6326075,-6.3186827,-2.8218815,1.9104309,-10.021991,-8.416987,-3.099652,-8.149123,-8.647643,-3.6872299,Authorised
McArdle Rd 123.m4a,0.35622412,0.07545413,2082.820400472416,2069.132847842993,4007.1157094594596,0.08975137246621621,-346.42136,73.57989,-4.201848,10.835578,-10.047116,-0.12397106,-3.6445756,-11.726539,0.44793528,-0.5941182,-6.8501577,6.1009765,-7.8606596,6.9545026,-6.828557,-10.4321165,-0.7965921,-9.7044525,-4.161741,-2.610786,Authorised
McArdle Rd 142.m4a,0.35256904,0.0829817,1810.9003599833916,1803.4287324934849,3250.3173828125,0.09099030671296296,-344.02484,81.93205,-9.647516,3.4498475,0.49293935,-2.1325593,-16.474329,-3.5458672,-4.551488,1.7097727,-6.63777,7.3236194,-1.9846908,5.0184517,-4.730071,-7.337111,3.6236053,-6.9366684,-6.647681,-4.7377734,Authorised
McArdle Rd 144.m4a,0.40894112,0.053292982,1680.279063131343,1909.1825153868506,3161.2268162524606,0.07462629183070867,-373.06284,75.092,4.538167,16.66874,-0.5072554,3.7325673,-3.8995762,-9.7394,-0.39536154,7.4315424,-10.717139,2.7554445,-2.7478058,5.4839563,-7.2805204,-6.6213765,2.4180596,-5.8912687,-1.2156967,0.57509804,Authorised
McArdle Rd 139.m4a,0.29147157,0.08228653,1590.3636956644677,1787.8328466953235,3051.550758885973,0.06821773616412213,-312.63864,102.116104,-10.23698,10.863119,6.1182213,-1.5822886,-10.726085,-5.746874,1.3191835,0.4068589,-7.304764,1.4744339,1.2723392,3.9858267,-4.2108946,-4.1139436,-5.441754,-7.7458777,-4.93713,-8.844797,Authorised
McArdle Rd 164.m4a,0.31622466,0.10836483,2005.015232785064,2240.4560785720028,3934.068885216346,0.08929108001373626,-310.76553,83.22557,18.714094,-6.3013735,-23.645456,-0.7828507,-9.522268,-0.9882095,-12.15103,6.9712753,-14.77473,-1.041437,1.962108,0.023036182,-9.090546,-0.4824022,-5.5792737,-8.816367,-3.148182,0.7424675,Authorised
McArdle Rd 157.m4a,0.3839527,0.08448649,1828.14286761211,1847.8420798069685,3563.3115627621646,0.08933580641778524,-339.83026,92.93118,-2.8597813,-1.5057719,-14.536241,0.9520618,-9.269767,8.270821,-5.0560417,0.52729255,0.97343445,-5.67372,1.0746588,5.5022626,-7.6104054,-4.4336796,0.23538643,-7.5588074,0.32783067,-5.1173344,Authorised
McArdle Rd 141.m4a,0.37444878,0.08089993,1545.177425470813,1776.7463007069916,2854.5275390625,0.0670078125,-346.35037,82.3146,-5.129029,12.085331,-3.0675216,4.293391,-7.442897,-6.477024,-0.7696484,1.5838456,-6.28028,-1.5339785,-1.5286027,9.501356,-8.492039,-6.5231943,1.8874247,-8.649144,-7.8287234,-1.1357203,Authorised
McArdle Rd 127.m4a,0.34060898,0.13167238,1709.2117945628117,1827.3056024638515,3280.321605785473,0.07046206362612613,-303.7169,90.31918,-8.805643,14.542703,-18.635551,-2.3782415,-5.5186324,-7.388223,-3.441227,2.4166372,-9.682207,4.501072,-12.136059,7.1984434,-7.9545183,-10.144307,0.12408844,-10.157544,-6.822168,-5.4264255,Authorised
McArdle Rd 150.m4a,0.40548608,0.07952609,2197.2326632250706,2178.054529759675,4187.099681181066,0.10271857766544118,-341.94037,87.9588,7.995383,-7.3091545,-16.285072,0.6305762,-9.440394,4.153263,-11.605246,2.3307698,-0.90329915,-0.04750863,-5.9716725,2.1536336,-2.6783779,-8.284048,1.5841293,-11.332302,-1.8188556,-4.988379,Authorised
McArdle Rd 155.m4a,0.39627123,0.068703584,1740.0297044856993,2035.0184951118285,3303.0187658361488,0.07521840688344594,-375.0661,94.55424,9.49151,-16.313293,-6.333423,-5.4484663,-6.860981,9.45698,-4.560829,1.7032332,-2.5190518,1.9777931,-1.5948342,1.630047,-5.1514516,-5.3582206,-1.3574541,-2.8244474,-7.1397967,-0.8863503,Authorised
McArdle Rd 132.m4a,0.38585714,0.07828183,2165.7639600403854,2169.216040520761,4278.929863601435,0.0847047899590164,-346.72028,75.62016,-2.756894,9.299853,-5.7567935,-1.6973189,-4.9802947,-11.519512,0.44007537,1.6434957,-4.035302,6.230507,-8.219618,5.3197293,-8.877094,-9.483512,-0.75384825,-9.436013,-2.9761655,-0.3431644,Authorised
McArdle Rd 137.m4a,0.27024513,0.11936869,1973.017654658243,1861.7547798316532,3473.3874357199365,0.09880587420886076,-277.6416,84.46192,-17.409794,11.152824,-25.315838,2.952805,-14.394913,-11.805927,-5.980458,2.2682586,-16.728765,8.628546,-14.789631,3.787109,-10.3204565,-11.078208,-0.4930647,-9.302903,1.1224564,1.054021,Authorised
McArdle Rd 161.m4a,0.37482446,0.09110707,1199.3313305929198,1331.1955703365952,2138.216087286421,0.05707621402877698,-377.01477,107.97945,3.333592,-18.57855,-14.211564,-2.2751458,-7.086542,-2.3257043,-0.8968569,0.010744219,-0.05073723,0.21175747,-3.4106193,-1.4167682,-0.26301175,-7.012504,-4.493317,-2.6415763,-3.4241824,-6.814142,Authorised
McArdle Rd 136.m4a,0.4169943,0.029661762,2035.562220398866,2077.001359730615,4083.071059668624,0.08203452705536912,-372.0695,99.975746,-6.1682515,16.055065,-18.896946,9.708996,-10.541778,4.686997,3.4685168,2.418725,-3.735197,0.9146372,-2.4807296,2.7028224,-2.13072,0.34273142,-2.3323536,-5.707816,0.6244341,-5.431592,Authorised
McArdle Rd 149.m4a,0.34994403,0.11019628,1963.1037921928676,1887.6749291601518,3490.5322265625,0.10314825148809524,-287.01184,74.8715,-11.184289,25.512394,-8.217952,-5.2038155,-10.978589,-8.773878,-2.46758,5.1502967,-11.57557,7.803919,-9.690142,3.2983315,-11.078824,-7.605426,-0.036683906,-7.91589,-5.9290156,-1.381978,Authorised
McArdle Rd 126.m4a,0.40007752,0.067569405,1689.742557198633,1841.9582538270479,3224.309510675095,0.06948875834923664,-365.69705,75.73206,-5.4759426,13.783465,-9.093735,-2.1583884,0.29407343,-5.8226137,-2.0004323,4.753871,-6.554171,2.7919843,-4.556183,2.0888433,-5.482462,-10.0920725,0.89592326,-6.917965,-2.4866884,2.0043545,Authorised
McArdle Rd 159.m4a,0.33261532,0.0790231,1581.3326471933656,1548.410690474478,2821.579548463983,0.08568094544491525,-344.34204,105.5607,-16.054312,0.2324298,-15.653173,-13.578905,-6.2198043,1.9879432,-7.81358,-2.3988159,-3.9258518,-3.5557446,-2.562412,4.1405168,-7.4167924,-4.220214,-6.765395,-1.1653583,-5.2549825,-9.16666,Authorised
McArdle Rd 152.m4a,0.30069685,0.08329428,1739.975390746125,1856.253174879521,3087.9035500919117,0.08235677083333333,-347.7184,100.765526,9.29062,-3.2540808,-28.218878,-9.959862,-0.8132444,4.8260374,-12.607111,0.24623916,-5.966146,-1.3316051,-6.9886665,-4.127446,-7.6401205,-4.892835,-3.8598552,-6.6013317,-2.9776213,0.49368885,Authorised
McArdle Rd 165.m4a,0.34394842,0.10245576,2003.4514346175465,2163.946056006871,3897.7317574097938,0.08878161243556701,-313.367,80.74581,19.061451,-6.837546,-22.069866,1.8285912,-11.272554,2.1307435,-7.958275,2.9776564,-8.142327,-0.99614793,-2.328448,2.0106382,-7.1796246,-5.1635237,-0.9023594,-6.4156666,-2.221507,-3.8178275,Authorised
McArdle Rd 131.m4a,0.36508572,0.07939106,1841.6750790277636,2068.624758780858,3746.481015266628,0.07196100917431193,-355.54785,76.243095,0.2912757,8.520621,-4.24079,-6.052239,-9.446097,-9.39531,3.0127687,4.310719,-7.872362,8.295833,-8.330176,3.324647,-8.002012,-11.248974,-1.9176378,-6.3673325,-1.5826433,-0.4836253,Authorised
McArdle Rd 153.m4a,0.27562514,0.09347911,1556.959237738702,1727.9247701100098,2630.5974264705883,0.07323644301470589,-345.9329,100.4256,12.629096,-16.64341,-36.685215,-5.828275,-3.8704715,-1.3422242,-15.341913,6.3725085,-1.6718804,-4.0553308,-4.2892275,0.9282952,-6.489725,-10.946697,-2.399637,-12.089009,-2.5284178,5.483582,Authorised
McArdle Rd 130.m4a,0.27464792,0.09419808,1556.8506086382063,1760.7173504762045,2793.880840412621,0.06240992870145631,-326.3265,98.23478,-5.160032,5.1670246,-8.903673,-3.9704435,-11.470107,-18.20118,-8.197282,7.958586,-11.0460415,6.7551985,-8.937337,2.3742745,-8.69136,-12.973693,-1.9386361,-10.634313,-0.43240216,0.0550593,Authorised
McArdle Rd 148.m4a,0.3132754,0.06329996,2023.907697827724,1912.4390152194344,3589.1064453125,0.10074327256944444,-350.1864,74.162674,-18.205015,12.84493,-5.1824794,-11.582352,-11.932443,-3.3531976,-6.5804954,3.3620732,-12.15556,2.2149963,-2.9688423,-0.25820443,-7.5882297,-7.205982,0.08602279,-5.466462,-2.0821595,3.72887,Authorised
McArdle Rd 112.m4a,0.34672073,0.10242216,1649.0997882938755,1806.9363260360014,3009.137972133366,0.07852485236220473,-318.63608,89.72432,-3.882015,13.148521,-4.8401446,1.0221133,1.7171427,-13.9553585,1.7410988,4.8820043,-10.592141,0.097483456,-10.972551,6.018299,-4.8330564,-11.757784,2.456714,-8.931341,-4.544006,-4.656167,Authorised
McArdle Rd 107.m4a,0.39002723,0.090359904,1638.5922033684874,1730.1281371559837,2875.600699491279,0.07952549660852713,-346.05524,74.02422,-5.3309174,10.747508,-13.333022,-2.506701,-3.6812856,-4.263248,-0.6838695,3.5098858,-4.9331946,-1.004459,-2.7771504,1.8210007,-5.4376383,-6.395081,-1.0568478,-5.253826,-0.4628857,10.246713,Authorised
McArdle Rd 143.m4a,0.36944255,0.078899615,1813.5586704788986,1915.298389968146,3092.33925559304,0.09401078657670454,-334.51883,81.05289,6.878151,11.7067375,0.038511667,-1.4406338,-12.382977,-16.223192,1.9322822,3.0207725,-12.966809,7.9471393,-8.875,9.486738,-10.265509,-6.304346,-1.8983976,-9.017778,-5.9419537,0.5521984,Authorised
McArdle Rd 113.m4a,0.35904184,0.112234354,1595.2684540253729,1819.7411054432296,2852.556757095757,0.06587765194954129,-307.1502,86.52832,-1.877923,16.431437,-6.0706816,5.1561494,-0.3306176,-7.2448664,4.9708176,0.57768655,-3.1138456,1.3088461,-10.289101,7.1409526,-7.6208506,-6.0061135,0.6952705,-7.4710193,-3.3457828,-5.35537,Authorised
McArdle Rd 110.m4a,0.32193226,0.09010704,1820.1866211374797,1967.4827685032892,3444.6791704963234,0.07714269301470589,-329.02768,79.93453,-4.1410084,14.144472,-10.560793,-3.0982802,-3.5048482,-9.525657,-1.1667613,3.9873111,-12.665383,4.689595,-7.411546,6.4762135,-8.133819,-9.95658,-1.7759197,-16.020313,-4.3214273,6.0957785,Authorised
McArdle Rd 129.m4a,0.33077413,0.08764392,1691.8848668346777,1829.276168915576,2979.7385475852275,0.0751953125,-343.28647,77.99075,0.984154,9.423705,-8.902574,2.334185,-5.999903,-8.98513,-1.6253293,6.046559,-11.144377,10.624284,-10.156478,4.630118,-5.483583,-11.724141,0.6346754,-10.552843,-2.6307712,-1.8892555,Authorised
McArdle Rd 114.m4a,0.37612692,0.12674528,1589.0234526672727,1858.5435161115797,3077.2080592105262,0.06195518092105263,-309.21338,90.56738,0.458574,14.490062,0.117196456,0.40748402,-9.210012,-7.3941655,-4.420549,2.0971854,-3.6184847,0.0014969575,-2.876325,6.9262657,-9.545537,-10.362786,0.53516203,-9.053574,-8.968371,-2.8314133,Authorised
McArdle Rd 115.m4a,0.377774,0.07135898,1627.7043277411492,1816.494430247582,2976.8272986778848,0.06404831063034189,-360.80368,76.28179,-3.036232,13.781961,-1.2638289,3.7942755,-6.4367666,-7.4946585,4.679331,2.1693926,-2.885698,0.68389237,-1.6756103,5.261821,-9.4176445,-6.837786,0.022243362,-9.540931,-5.6843762,-0.9795124,Authorised
